RTP Audio Master [INFO] :: 2024-01-04 17:32:41,602 -> [UDP] Accept login
RTP Audio Master [INFO] :: 2024-01-04 17:32:41,602 -> [UDP] Add 192.168.178.172 to list of Hosts
RTP Audio Master [INFO] :: 2024-01-04 17:32:50,047 -> [TCP] Open socket
RTP Audio Master [INFO] :: 2024-01-04 17:32:50,051 -> [TCP] Request State from 192.168.178.172
RTP Audio Master [INFO] :: 2024-01-04 17:32:50,055 -> [TCP] 192.168.178.172 is active
RTP Audio Master [INFO] :: 2024-01-04 17:32:50,055 -> [TCP] Close socket
RTP Audio Master [INFO] :: 2024-01-04 17:33:00,047 -> [TCP] Open socket
RTP Audio Master [INFO] :: 2024-01-04 17:33:00,051 -> [TCP] Exception in run method [Errno 111] Connection refused
RTP Audio Master [INFO] :: 2024-01-04 17:33:00,051 -> [TCP] Close socket
RTP Audio Master [INFO] :: 2024-01-04 17:33:10,047 -> [TCP] Open socket
RTP Audio Master [INFO] :: 2024-01-04 17:33:10,058 -> [TCP] Exception in run method [Errno 111] Connection refused
RTP Audio Master [INFO] :: 2024-01-04 17:33:10,058 -> [TCP] Close socket
RTP Audio Master [INFO] :: 2024-01-04 17:33:20,047 -> [TCP] Open socket
RTP Audio Master [INFO] :: 2024-01-04 17:33:20,051 -> [TCP] Exception in run method [Errno 111] Connection refused
RTP Audio Master [INFO] :: 2024-01-04 17:33:20,051 -> [TCP] Close socket
RTP Audio Master [INFO] :: 2024-01-04 17:33:23,850 -> [UDP] Close socket
RTP Audio Master [INFO] :: 2024-01-04 17:36:52,386 -> [UDP] Open socket
RTP Audio Master [INFO] :: 2024-01-04 17:36:54,017 -> [UDP] Received login request from 192.168.178.172
RTP Audio Master [INFO] :: 2024-01-04 17:36:54,023 -> [UDP] Accept login
RTP Audio Master [INFO] :: 2024-01-04 17:36:54,023 -> [UDP] Add 192.168.178.172 to list of Hosts
RTP Audio Master [INFO] :: 2024-01-04 17:37:02,386 -> [TCP] Open socket
RTP Audio Master [INFO] :: 2024-01-04 17:37:02,389 -> [TCP] Request State from 192.168.178.172
RTP Audio Master [INFO] :: 2024-01-04 17:37:02,392 -> [TCP] 192.168.178.172 is active
RTP Audio Master [INFO] :: 2024-01-04 17:37:02,392 -> [TCP] Close socket
RTP Audio Master [INFO] :: 2024-01-04 17:37:12,386 -> [TCP] Open socket
RTP Audio Master [INFO] :: 2024-01-04 17:37:12,389 -> [TCP] Request State from 192.168.178.172
RTP Audio Master [INFO] :: 2024-01-04 17:37:12,392 -> [TCP] 192.168.178.172 is active
RTP Audio Master [INFO] :: 2024-01-04 17:37:12,392 -> [TCP] Close socket
RTP Audio Master [INFO] :: 2024-01-04 17:37:22,386 -> [TCP] Open socket
RTP Audio Master [INFO] :: 2024-01-04 17:37:22,390 -> [TCP] Exception in run method [Errno 111] Connection refused
RTP Audio Master [INFO] :: 2024-01-04 17:37:32,386 -> [TCP] Open socket
RTP Audio Master [INFO] :: 2024-01-04 17:37:32,390 -> [TCP] Exception in run method [Errno 111] Connection refused
RTP Audio Master [INFO] :: 2024-01-04 17:37:36,271 -> [UDP] Close socket
RTP Audio Master [INFO] :: 2024-01-04 17:38:23,014 -> [UDP] Open socket
RTP Audio Master [INFO] :: 2024-01-04 17:38:24,475 -> [UDP] Received login request from 192.168.178.172
RTP Audio Master [INFO] :: 2024-01-04 17:38:24,480 -> [UDP] Accept login
RTP Audio Master [INFO] :: 2024-01-04 17:38:24,491 -> [UDP] Add 192.168.178.172 to list of Hosts
RTP Audio Master [INFO] :: 2024-01-04 17:38:33,015 -> [TCP] Open socket
RTP Audio Master [INFO] :: 2024-01-04 17:38:33,018 -> [TCP] Request State from 192.168.178.172
RTP Audio Master [INFO] :: 2024-01-04 17:38:33,021 -> [TCP] 192.168.178.172 is active
RTP Audio Master [INFO] :: 2024-01-04 17:38:33,022 -> [TCP] Close socket
RTP Audio Master [INFO] :: 2024-01-04 17:38:43,015 -> [TCP] Open socket
RTP Audio Master [INFO] :: 2024-01-04 17:38:43,017 -> [TCP] Request State from 192.168.178.172
RTP Audio Master [INFO] :: 2024-01-04 17:38:43,021 -> [TCP] 192.168.178.172 is active
RTP Audio Master [INFO] :: 2024-01-04 17:38:43,021 -> [TCP] Close socket
RTP Audio Master [INFO] :: 2024-01-04 17:38:53,015 -> [TCP] Open socket
RTP Audio Master [INFO] :: 2024-01-04 17:38:53,019 -> [TCP] Exception in run method [Errno 111] Connection refused
RTP Audio Master [INFO] :: 2024-01-04 17:39:03,015 -> [TCP] Open socket
RTP Audio Master [INFO] :: 2024-01-04 17:39:03,018 -> [TCP] Exception in run method [Errno 111] Connection refused
RTP Audio Master [INFO] :: 2024-01-04 17:39:13,015 -> [TCP] Open socket
RTP Audio Master [INFO] :: 2024-01-04 17:39:13,019 -> [TCP] Exception in run method [Errno 111] Connection refused
RTP Audio Master [INFO] :: 2024-01-04 17:39:23,015 -> [TCP] Open socket
RTP Audio Master [INFO] :: 2024-01-04 17:39:23,021 -> [TCP] Exception in run method [Errno 111] Connection refused
RTP Audio Master [INFO] :: 2024-01-04 17:39:33,015 -> [TCP] Open socket
RTP Audio Master [INFO] :: 2024-01-04 17:39:33,020 -> [TCP] Exception in run method [Errno 111] Connection refused
RTP Audio Master [INFO] :: 2024-01-04 17:39:43,015 -> [TCP] Open socket
RTP Audio Master [INFO] :: 2024-01-04 17:39:43,018 -> [TCP] Exception in run method [Errno 111] Connection refused
RTP Audio Master [INFO] :: 2024-01-04 17:39:53,015 -> [TCP] Open socket
RTP Audio Master [INFO] :: 2024-01-04 17:39:53,019 -> [TCP] Exception in run method [Errno 111] Connection refused
RTP Audio Master [INFO] :: 2024-01-04 17:39:58,040 -> [UDP] Close socket
RTP Audio Master [INFO] :: 2024-01-04 17:39:59,955 -> [UDP] Open socket
RTP Audio Master [INFO] :: 2024-01-04 17:40:01,607 -> [UDP] Received login request from 192.168.178.172
RTP Audio Master [INFO] :: 2024-01-04 17:40:01,612 -> [UDP] Accept login
RTP Audio Master [INFO] :: 2024-01-04 17:40:01,612 -> [UDP] Add 192.168.178.172 to list of Hosts
RTP Audio Master [INFO] :: 2024-01-04 17:40:09,955 -> [TCP] Open socket
RTP Audio Master [INFO] :: 2024-01-04 17:40:09,959 -> [TCP] Request State from 192.168.178.172
RTP Audio Master [INFO] :: 2024-01-04 17:40:09,962 -> [TCP] 192.168.178.172 is active
RTP Audio Master [INFO] :: 2024-01-04 17:40:09,963 -> [TCP] Close socket
RTP Audio Master [INFO] :: 2024-01-04 17:40:19,955 -> [TCP] Open socket
RTP Audio Master [INFO] :: 2024-01-04 17:40:19,959 -> [TCP] Request State from 192.168.178.172
RTP Audio Master [INFO] :: 2024-01-04 17:40:19,962 -> [TCP] 192.168.178.172 is active
RTP Audio Master [INFO] :: 2024-01-04 17:40:19,963 -> [TCP] Close socket
RTP Audio Master [INFO] :: 2024-01-04 17:40:29,955 -> [TCP] Open socket
RTP Audio Master [INFO] :: 2024-01-04 17:40:29,966 -> [TCP] Exception in run method [Errno 111] Connection refused
RTP Audio Master [INFO] :: 2024-01-04 17:40:39,955 -> [TCP] Open socket
RTP Audio Master [INFO] :: 2024-01-04 17:40:39,959 -> [TCP] Exception in run method [Errno 111] Connection refused
RTP Audio Master [INFO] :: 2024-01-04 17:40:45,872 -> [UDP] Close socket
RTP Audio Master [INFO] :: 2024-01-04 17:41:14,499 -> [UDP] Open socket
RTP Audio Master [INFO] :: 2024-01-04 17:41:16,189 -> [UDP] Received login request from 192.168.178.172
RTP Audio Master [INFO] :: 2024-01-04 17:41:16,200 -> [UDP] Accept login
RTP Audio Master [INFO] :: 2024-01-04 17:41:16,210 -> [UDP] Add 192.168.178.172 to list of Hosts
RTP Audio Master [INFO] :: 2024-01-04 17:41:24,499 -> [TCP] Open socket
RTP Audio Master [INFO] :: 2024-01-04 17:41:24,503 -> [TCP] Exception in run method [Errno 111] Connection refused
RTP Audio Master [INFO] :: 2024-01-04 17:41:34,499 -> [TCP] Open socket
RTP Audio Master [INFO] :: 2024-01-04 17:41:34,503 -> [TCP] Exception in run method [Errno 111] Connection refused
RTP Audio Master [INFO] :: 2024-01-04 17:41:40,351 -> [UDP] Close socket
RTP Audio Master [INFO] :: 2024-01-04 17:42:00,307 -> [UDP] Open socket
RTP Audio Master [INFO] :: 2024-01-04 17:42:02,068 -> [UDP] Received login request from 192.168.178.172
